#,Date_Time_EDT,temp,lux
467,05/21/2024 19:25:03,22.82,824.64
468,05/21/2024 20:25:03,21.23,26.26
469,05/21/2024 21:25:03,20.12,0.00
470,05/21/2024 22:25:03,19.39,0.00
471,05/21/2024 23:25:03,18.70,0.00
472,05/22/2024 00:25:03,18.36,0.00
473,05/22/2024 01:25:03,17.93,0.00
474,05/22/2024 02:25:03,17.67,0.00
475,05/22/2024 03:25:03,17.37,0.00
476,05/22/2024 04:25:03,17.16,0.00
477,05/22/2024 05:25:03,16.90,10.56
478,05/22/2024 06:25:03,17.11,649.12
479,05/22/2024 07:25:03,18.36,1416.96
480,05/22/2024 08:25:03,25.14,4364.80
481,05/22/2024 09:25:03,33.33,14853.12
482,05/22/2024 10:25:03,25.69,2850.56
483,05/22/2024 11:25:03,24.58,2773.76
484,05/22/2024 12:25:03,24.92,2928.64
485,05/22/2024 13:25:03,25.74,6389.76
486,05/22/2024 14:25:03,27.37,3479.04
487,05/22/2024 15:25:03,29.73,4085.76
488,05/22/2024 16:25:03,46.16,36741.12
489,05/22/2024 17:25:03,31.96,4561.92
490,05/22/2024 18:25:03,26.34,2896.64
491,05/22/2024 19:25:03,24.41,1195.84
492,05/22/2024 20:25:03,22.61,19.86
493,05/22/2024 21:25:03,21.79,0.00
494,05/22/2024 22:25:03,21.40,0.00
495,05/22/2024 23:25:03,21.02,0.00
496,05/23/2024 00:25:03,20.46,0.00
497,05/23/2024 01:25:03,20.16,0.00
498,05/23/2024 02:25:03,19.95,0.00
499,05/23/2024 03:25:03,19.82,0.00
500,05/23/2024 04:25:03,19.95,0.00
501,05/23/2024 05:25:03,19.82,10.51
502,05/23/2024 06:25:03,20.25,278.88
503,05/23/2024 07:25:03,21.10,2259.20
504,05/23/2024 08:25:03,20.59,420.32
505,05/23/2024 09:25:03,22.69,4615.68
506,05/23/2024 10:25:03,23.29,7649.28
507,05/23/2024 11:25:03,25.27,8535.04
508,05/23/2024 12:25:03,23.34,5232.64
509,05/23/2024 13:25:03,24.15,4753.92
510,05/23/2024 14:25:03,23.38,5122.56
511,05/23/2024 15:25:03,27.02,10895.36
512,05/23/2024 16:25:03,36.46,26624.00
513,05/23/2024 17:25:03,28.53,4387.84
514,05/23/2024 18:25:03,24.97,3054.08
515,05/23/2024 19:25:03,22.95,548.48
516,05/23/2024 20:25:03,21.70,25.79
517,05/23/2024 21:25:03,21.36,0.00
518,05/23/2024 22:25:03,21.32,0.00
519,05/23/2024 23:25:03,20.85,0.00
520,05/24/2024 00:25:03,20.50,0.00
521,05/24/2024 01:25:03,20.63,0.00
522,05/24/2024 02:25:03,19.90,0.00
523,05/24/2024 03:25:03,19.65,0.00
524,05/24/2024 04:25:03,19.52,0.00
525,05/24/2024 05:25:03,19.26,13.26
526,05/24/2024 06:25:03,19.73,787.84
527,05/24/2024 07:25:03,21.28,2877.44
528,05/24/2024 08:25:03,26.90,5406.72
529,05/24/2024 09:25:03,31.74,14771.20
530,05/24/2024 10:25:03,27.80,6963.20
531,05/24/2024 11:25:03,25.44,3566.08
532,05/24/2024 12:25:03,25.44,3403.52
533,05/24/2024 13:25:03,25.78,3740.16
534,05/24/2024 14:25:03,30.28,3572.48
535,05/24/2024 15:25:03,30.07,9103.36
536,05/24/2024 16:25:03,46.67,49192.96
537,05/24/2024 17:25:03,33.16,3420.16
538,05/24/2024 18:25:03,26.21,1937.28
539,05/24/2024 19:25:03,24.19,870.08
540,05/24/2024 20:25:03,22.43,28.72
541,05/24/2024 21:25:03,21.70,0.00
542,05/24/2024 22:25:03,20.93,0.00
543,05/24/2024 23:25:03,20.50,0.00
544,05/25/2024 00:25:03,20.03,0.00
545,05/25/2024 01:25:03,19.73,0.00
546,05/25/2024 02:25:03,19.35,0.00
547,05/25/2024 03:25:03,19.13,0.00
548,05/25/2024 04:25:03,18.92,0.00
549,05/25/2024 05:25:03,18.83,15.46
550,05/25/2024 06:25:03,19.00,767.36
551,05/25/2024 07:25:03,20.50,1578.88
552,05/25/2024 08:25:03,25.99,5624.32
553,05/25/2024 09:25:03,32.90,14504.96
554,05/25/2024 10:25:03,28.95,8412.16
555,05/25/2024 11:25:03,26.60,4712.96
556,05/25/2024 12:25:03,26.47,4421.12
557,05/25/2024 13:25:03,28.27,7244.80
558,05/25/2024 14:25:03,32.26,8729.60
559,05/25/2024 15:25:03,31.79,6279.68
560,05/25/2024 16:25:03,33.50,7093.76
561,05/25/2024 17:25:03,30.50,5329.92
562,05/25/2024 18:25:03,26.21,2877.44
563,05/25/2024 19:25:03,24.49,934.08
564,05/25/2024 20:25:03,22.91,21.96
565,05/25/2024 21:25:03,22.22,0.00
566,05/25/2024 22:25:03,22.05,0.00
567,05/25/2024 23:25:03,21.70,0.00
568,05/26/2024 00:25:03,21.58,0.00
569,05/26/2024 01:25:03,21.02,0.00
570,05/26/2024 02:25:03,21.28,0.00
571,05/26/2024 03:25:03,21.19,0.00
572,05/26/2024 04:25:03,20.46,0.00
573,05/26/2024 05:25:03,19.90,3.98
574,05/26/2024 06:25:03,20.20,749.12
575,05/26/2024 07:25:03,21.23,1915.52
576,05/26/2024 08:25:03,26.30,5880.32
577,05/26/2024 09:25:03,29.98,19174.40
578,05/26/2024 10:25:03,26.90,14745.60
579,05/26/2024 11:25:03,26.08,4524.80
580,05/26/2024 12:25:03,26.77,6507.52
581,05/26/2024 13:25:03,27.88,5644.80
582,05/26/2024 14:25:03,31.74,6128.64
583,05/26/2024 15:25:03,34.06,16532.48
584,05/26/2024 16:25:03,44.61,50790.40
585,05/26/2024 17:25:03,30.16,6144.00
586,05/26/2024 18:25:03,24.66,2583.04
587,05/26/2024 19:25:03,23.25,808.96
588,05/26/2024 20:25:03,22.22,26.99
589,05/26/2024 21:25:03,21.83,0.00
590,05/26/2024 22:25:03,21.53,0.00
591,05/26/2024 23:25:03,21.15,0.00
592,05/27/2024 00:25:03,20.89,0.00
593,05/27/2024 01:25:03,20.72,0.00
594,05/27/2024 02:25:03,20.80,0.00
